transaction_id,datetime,date,time,hour,day_of_week,month,customer_id,customer_name,account_number,card_last4,card_type,bank,transaction_type,merchant,amount_naira,balance_before,balance_after,atm_location,home_state,customer_profile,typical_max_amount,daily_limit,daily_total_so_far,transaction_status,risk_score,is_fraud,fraud_type,fraud_reason
TXN0004230,2026-01-17 09:52:00,2026-01-17,09:52:00,9,Saturday,January,CUST00140,Daniel Okonkwo,2795687833,2341,Visa Debit,Wema Bank,ATM Withdrawal,,49282.21,706164.98,656882.77,ATM_OW_001 - Owerri Centre,Owerri,medium,50000,150000,74277.2,Successful,11,NO,,
TXN0002549,2026-01-17 09:56:00,2026-01-17,09:56:00,9,Saturday,January,CUST00087,Chisom Okonkwo,2683885160,8147,Mastercard Credit,Stanbic IBTC,ATM Withdrawal,,133049.75,986090.43,853040.68,ATM_AB_002 - Garki Area 11,Abuja,high,200000,500000,133049.75,Successful,26,NO,,
TXN0005879,2026-01-17 10:44:00,2026-01-17,10:44:00,10,Saturday,January,CUST00187,Rukayat Eze,8636374545,9967,Verve,Access Bank,ATM Withdrawal,,123119.95,693065.02,569945.07,ATM_CL_001 - Calabar Centre,Calabar,high,200000,500000,123119.95,Successful,23,NO,,
TXN0000624,2026-01-17 10:48:00,2026-01-17,10:48:00,10,Saturday,January,CUST00025,Chisom Oluwaseun,1607337543,4652,Verve,GTBank,ATM Withdrawal,,37644.2,695987.96,658343.76,ATM_PH_001 - GRA Phase 2,Port Harcourt,medium,50000,150000,37644.2,Successful,29,NO,,
TXN0004345,2026-01-17 10:49:00,2026-01-17,10:49:00,10,Saturday,January,CUST00144,Chidi Musa,6567661825,2943,Mastercard Debit,Access Bank,POS Purchase,Dominos,29664.0,304374.81,274710.81,ATM_KD_001 - Kaduna Centre,Kaduna,medium,50000,150000,29664.0,Successful,28,NO,,
TXN0004716,2026-01-17 11:40:00,2026-01-17,11:40:00,11,Saturday,January,CUST00153,Chisom Adeyemi,1753556093,3390,Mastercard Credit,Stanbic IBTC,ATM Withdrawal,,768375.23,11642952.44,10874577.21,ATM_OW_001 - Owerri Centre,Owerri,premium,1000000,2000000,768375.23,Successful,20,NO,,
TXN0005978,2026-01-17 11:56:00,2026-01-17,11:56:00,11,Saturday,January,CUST00190,Dayo Usman,3870051627,2160,Visa Debit,GTBank,ATM Withdrawal,,17816.26,656658.5,638842.24,ATM_AB_003 - Maitama,Abuja,medium,50000,150000,79713.53,Successful,29,NO,,
TXN0003618,2026-01-17 12:32:00,2026-01-17,12:32:00,12,Saturday,January,CUST00122,Jide Salami,9632595327,9433,Visa Debit,Stanbic IBTC,ATM Withdrawal,,38393.17,551331.43,512938.26,ATM_IB_001 - Ring Road,Ibadan,medium,50000,150000,38393.17,Successful,23,NO,,
TXN0003955,2026-01-17 12:42:00,2026-01-17,12:42:00,12,Saturday,January,CUST00130,Blessing Ibrahim,2838578652,8531,Verve,Wema Bank,Online Transfer,,32775.02,471789.06,439014.04,ATM_OW_001 - Owerri Centre,Owerri,medium,50000,150000,32775.02,Successful,5,NO,,
TXN0004178,2026-01-17 13:05:00,2026-01-17,13:05:00,13,Saturday,January,CUST00138,Nkechi Adeola,2753046374,6400,Verve,Fidelity Bank,POS Purchase,Bolt,22174.4,33291.29,11116.89,ATM_MD_001 - Maiduguri Centre,Maiduguri,medium,50000,150000,22174.4,Successful,13,NO,,
TXN0006176,2026-01-17 13:41:00,2026-01-17,13:41:00,13,Saturday,January,CUST00197,Nkechi Oluwaseun,4630316179,1901,Mastercard Debit,GTBank,ATM Withdrawal,,24133.29,332285.65,308152.36,ATM_MD_001 - Maiduguri Centre,Maiduguri,medium,50000,150000,24133.29,Successful,3,NO,,
TXN0003914,2026-01-17 13:47:00,2026-01-17,13:47:00,13,Saturday,January,CUST00129,Zainab Lawal,3091307562,7765,Visa Credit,Access Bank,POS Purchase,Bolt,93275.67,1624281.56,1531005.89,ATM_OW_001 - Owerri Centre,Owerri,high,200000,500000,93275.67,Successful,35,NO,,
TXN0006216,2026-01-17 13:53:00,2026-01-17,13:53:00,13,Saturday,January,CUST00198,Amaka Nwofor,0202758842,7092,Visa Debit,Access Bank,ATM Withdrawal,,345286.84,471667.62,126380.78,ATM_IB_001 - Ring Road,Ibadan,medium,50000,150000,345286.84,Successful,87,YES,Account Takeover,"Amount ₦345,287 is 6.9x above customer max of ₦50,000"
TXN0004432,2026-01-17 13:55:00,2026-01-17,13:55:00,13,Saturday,January,CUST00146,Ifeoma Nwofor,6903311907,1797,Mastercard Debit,Sterling Bank,ATM Withdrawal,,42812.1,171059.31,128247.21,ATM_LG_001 - Ikeja Branch,Lagos,medium,50000,150000,42812.1,Successful,22,NO,,
TXN0006040,2026-01-17 14:05:00,2026-01-17,14:05:00,14,Saturday,January,CUST00192,Tobi Ibrahim,6973112196,6759,Visa Debit,First Bank,ATM Withdrawal,,4933.06,31832.58,26899.52,ATM_KN_001 - Kano City Centre,Kano,low,10000,50000,4933.06,Successful,29,NO,,
TXN0005918,2026-01-17 14:31:00,2026-01-17,14:31:00,14,Saturday,January,CUST00188,Amaka Danjuma,0170127706,4314,Verve,GTBank,POS Purchase,Uber,7032.21,127692.58,120660.37,ATM_IB_001 - Ring Road,Ibadan,low,10000,50000,7032.21,Successful,33,NO,,
TXN0000701,2026-01-17 14:40:00,2026-01-17,14:40:00,14,Saturday,January,CUST00027,Blessing Oluwaseun,9816934060,9518,Mastercard Debit,Fidelity Bank,ATM Withdrawal,,803495.57,6785339.23,5981843.66,ATM_MD_001 - Maiduguri Centre,Maiduguri,premium,1000000,2000000,803495.57,Successful,32,NO,,
TXN0001854,2026-01-17 14:46:00,2026-01-17,14:46:00,14,Saturday,January,CUST00063,Tobi Suleiman,6578091343,2480,Visa Debit,Polaris Bank,ATM Withdrawal,,11236.57,284202.64,272966.07,ATM_JS_001 - Jos Terminus,Jos,medium,50000,150000,11236.57,Successful,16,NO,,
TXN0002295,2026-01-17 15:23:00,2026-01-17,15:23:00,15,Saturday,January,CUST00077,Chisom Adeleke,8917839084,8504,Visa Credit,GTBank,Online Transfer,,198167.86,1818281.8,1620113.94,ATM_BC_001 - Oba Market,Benin City,high,200000,500000,198167.86,Successful,33,NO,,
TXN0001143,2026-01-17 15:39:00,2026-01-17,15:39:00,15,Saturday,January,CUST00041,Taiwo Okafor,4919058651,9289,Visa Debit,Stanbic IBTC,ATM Withdrawal,,151174.39,128582.68,0,ATM_KD_001 - Kaduna Centre,Kaduna,high,200000,500000,151174.39,Successful,4,NO,,
TXN0000702,2026-01-17 16:07:00,2026-01-17,16:07:00,16,Saturday,January,CUST00027,Blessing Oluwaseun,9816934060,9518,Mastercard Debit,Fidelity Bank,POS Purchase,KFC,444.74,8723559.5,8723114.76,ATM_MD_001 - Maiduguri Centre,Maiduguri,premium,1000000,2000000,803940.31,Successful,71,YES,Card Testing,Micro-transaction ₦444.74 — possible card testing pattern
TXN0001144,2026-01-17 16:09:00,2026-01-17,16:09:00,16,Saturday,January,CUST00041,Taiwo Okafor,4919058651,9289,Visa Debit,Stanbic IBTC,ATM Withdrawal,,128628.4,1893104.51,1764476.11,ATM_KD_001 - Kaduna Centre,Kaduna,high,200000,500000,279802.79,Successful,15,NO,,
TXN0002881,2026-01-17 16:36:00,2026-01-17,16:36:00,16,Saturday,January,CUST00096,Musa Okafor,9148652816,9331,Mastercard Debit,Fidelity Bank,POS Purchase,Amazon,23548.39,147826.88,124278.49,ATM_EN_001 - Independence Layout,Enugu,low,10000,50000,23548.39,Declined,71,YES,Phishing,"Velocity spike: ₦23,548 high-value transaction"
TXN0003660,2026-01-17 17:06:00,2026-01-17,17:06:00,17,Saturday,January,CUST00123,Uche Musa,8733950047,8710,Visa Credit,Zenith Bank,Online Transfer,,59520.6,1263995.07,1204474.47,ATM_LG_005 - Yaba,Lagos,high,200000,500000,59520.6,Successful,27,NO,,
TXN0002698,2026-01-17 17:21:00,2026-01-17,17:21:00,17,Saturday,January,CUST00090,Chidi Ekwueme,5231243292,2234,Mastercard Credit,Wema Bank,Online Transfer,,175511.91,327979.69,152467.78,ATM_JS_001 - Jos Terminus,Jos,medium,50000,150000,217787.73,Successful,99,YES,Card Cloning,"Amount ₦175,512 is 3.5x above customer max of ₦50,000"
TXN0003505,2026-01-17 17:43:00,2026-01-17,17:43:00,17,Saturday,January,CUST00117,Daniel Chukwu,8018242253,6669,Mastercard Credit,UBA,Online Transfer,,4590.31,101633.71,97043.4,ATM_AB_003 - Maitama,Abuja,low,10000,50000,4590.31,Successful,14,NO,,
TXN0005588,2026-01-17 18:25:00,2026-01-17,18:25:00,18,Saturday,January,CUST00179,Ahmed Chukwu,6929662782,3733,Visa Credit,Wema Bank,ATM Withdrawal,,4332.53,83951.08,79618.55,ATM_KN_001 - Kano City Centre,Kano,low,10000,50000,4332.53,Successful,14,NO,,
TXN0002035,2026-01-17 19:20:00,2026-01-17,19:20:00,19,Saturday,January,CUST00069,Taiwo Suleiman,3285884247,5835,Mastercard Debit,First Bank,POS Purchase,Uber,989391.27,7955730.86,6966339.59,ATM_BC_001 - Oba Market,Benin City,premium,1000000,2000000,989391.27,Successful,30,NO,,
TXN0002550,2026-01-17 19:51:00,2026-01-17,19:51:00,19,Saturday,January,CUST00087,Chisom Okonkwo,2683885160,8147,Mastercard Credit,Stanbic IBTC,ATM Withdrawal,,127923.47,1030151.51,902228.04,ATM_AB_002 - Garki Area 11,Abuja,high,200000,500000,260973.22,Successful,9,NO,,
TXN0004669,2026-01-17 20:00:00,2026-01-17,20:00:00,20,Saturday,January,CUST00152,Efua Chukwu,3936385467,9743,Visa Credit,Polaris Bank,ATM Withdrawal,,30108.15,422800.68,392692.53,ATM_IB_002 - Challenge,Ibadan,medium,50000,150000,30108.15,Successful,16,NO,,
TXN0000053,2026-01-17 20:11:00,2026-01-17,20:11:00,20,Saturday,January,CUST00005,Biodun Ekwueme,4192832764,4598,Visa Debit,Fidelity Bank,Mobile Transfer,,9681.61,48279.01,38597.4,ATM_LG_005 - Yaba,Lagos,low,10000,50000,9681.61,Successful,19,NO,,
TXN0004286,2026-01-17 20:12:00,2026-01-17,20:12:00,20,Saturday,January,CUST00142,Samuel Okonkwo,1870728679,1945,Visa Debit,Stanbic IBTC,ATM Withdrawal,,13447.18,2497186.38,2483739.2,ATM_JS_001 - Jos Terminus,Jos,high,200000,500000,13447.18,Successful,3,NO,,
TXN0005044,2026-01-17 20:39:00,2026-01-17,20:39:00,20,Saturday,January,CUST00162,Dayo Ogundipe,1599965047,9038,Visa Credit,Zenith Bank,POS Purchase,Dominos,849666.07,11923676.47,11074010.4,ATM_OW_001 - Owerri Centre,Owerri,premium,1000000,2000000,849666.07,Successful,21,NO,,
TXN0005230,2026-01-17 20:40:00,2026-01-17,20:40:00,20,Saturday,January,CUST00167,Emeka Usman,5437993712,5991,Visa Credit,Fidelity Bank,ATM Withdrawal,,65584.68,365527.61,299942.93,ATM_EN_001 - Independence Layout,Enugu,high,200000,500000,65584.68,Successful,29,NO,,
TXN0003091,2026-01-17 21:19:00,2026-01-17,21:19:00,21,Saturday,January,CUST00103,Sunday Okonkwo,9861434103,7878,Visa Credit,Wema Bank,ATM Withdrawal,,3144.85,20486.61,17341.76,ATM_AB_001 - Wuse Zone 5,Abuja,low,10000,50000,3144.85,Successful,1,NO,,
TXN0005301,2026-01-17 21:24:00,2026-01-17,21:24:00,21,Saturday,January,CUST00170,Aisha Nwosu,7416724342,7932,Visa Credit,Wema Bank,ATM Withdrawal,,376074.34,7628463.84,7252389.5,ATM_BC_001 - Oba Market,Benin City,premium,1000000,2000000,376074.34,Successful,14,NO,,
TXN0002903,2026-01-17 21:45:00,2026-01-17,21:45:00,21,Saturday,January,CUST00097,Adebayo Oluwaseun,7332214188,9626,Mastercard Credit,Zenith Bank,ATM Withdrawal,,154125.44,994480.4,840354.96,ATM_EN_002 - GRA Enugu,Enugu,high,200000,500000,154125.44,Successful,13,NO,,
TXN0004373,2026-01-17 22:10:00,2026-01-17,22:10:00,22,Saturday,January,CUST00145,Bola Adeyemi,0478686337,6671,Visa Debit,Access Bank,Mobile Transfer,,224142.89,10110550.07,9886407.18,ATM_PH_001 - GRA Phase 2,Port Harcourt,premium,1000000,2000000,224142.89,Successful,23,NO,,
TXN0003332,2026-01-17 22:15:00,2026-01-17,22:15:00,22,Saturday,January,CUST00112,Chisom Nwofor,7192856543,2858,Visa Credit,Sterling Bank,ATM Mini Statement,,44957.8,165962.97,165962.97,ATM_AB_002 - Garki Area 11 [FOREIGN - Home: Kano],Kano,medium,50000,150000,0,Reversed,88,YES,Card Cloning,Card from Kano used in Abuja
TXN0001410,2026-01-17 22:37:00,2026-01-17,22:37:00,22,Saturday,January,CUST00049,Samuel Ekwueme,7190229413,2940,Mastercard Credit,First Bank,ATM Withdrawal,,5254.94,115134.48,109879.54,ATM_KD_001 - Kaduna Centre,Kaduna,medium,50000,150000,20023.15,Successful,30,NO,,
TXN0002904,2026-01-17 23:02:00,2026-01-17,23:02:00,23,Saturday,January,CUST00097,Adebayo Oluwaseun,7332214188,9626,Mastercard Credit,Zenith Bank,POS Purchase,Uber,61312.98,1247918.69,1186605.71,ATM_EN_002 - GRA Enugu,Enugu,high,200000,500000,215438.42,Successful,8,NO,,
TXN0005705,2026-01-17 23:03:00,2026-01-17,23:03:00,23,Saturday,January,CUST00182,Zainab Lawal,8191485807,9951,Mastercard Debit,UBA,Mobile Transfer,,24484.0,250952.33,226468.33,ATM_AB_002 - Garki Area 11,Abuja,medium,50000,150000,62829.84,Successful,20,NO,,
TXN0000669,2026-01-17 23:13:00,2026-01-17,23:13:00,23,Saturday,January,CUST00026,Adebayo Suleiman,4586850142,5349,Verve,Stanbic IBTC,POS Purchase,MTN Airtime,43085.72,719561.35,676475.63,ATM_CL_001 - Calabar Centre,Calabar,medium,50000,150000,43085.72,Successful,5,NO,,
TXN0001983,2026-01-17 23:33:00,2026-01-17,23:33:00,23,Saturday,January,CUST00067,Uche Ekwueme,5944064090,9138,Verve,First Bank,Online Transfer,,6327.97,276474.23,270146.26,ATM_PH_001 - GRA Phase 2,Port Harcourt,medium,50000,150000,6327.97,Successful,4,NO,,
TXN0001211,2026-01-17 23:46:00,2026-01-17,23:46:00,23,Saturday,January,CUST00043,Chidi Salami,4737996507,6325,Verve,Fidelity Bank,POS Purchase,Bolt,6417.44,685416.95,678999.51,ATM_PH_001 - GRA Phase 2,Port Harcourt,medium,50000,150000,6417.44,Successful,2,NO,,
TXN0000573,2026-01-18 00:38:00,2026-01-18,00:38:00,0,Sunday,January,CUST00024,Chibundo Oluwaseun,8692322602,6442,Verve,Zenith Bank,ATM Withdrawal,,63844.64,1556896.18,1493051.54,ATM_MD_001 - Maiduguri Centre,Maiduguri,high,200000,500000,63844.64,Successful,20,NO,,
TXN0001789,2026-01-18 01:14:00,2026-01-18,01:14:00,1,Sunday,January,CUST00061,Amaka Babatunde,6360576627,1606,Visa Debit,Polaris Bank,ATM Withdrawal,,17546.48,25782.02,8235.54,ATM_CL_001 - Calabar Centre,Calabar,low,10000,50000,24369.29,Declined,86,YES,Skimming,High-value transaction at 01:14 — unusual hour window
TXN0001984,2026-01-18 01:20:00,2026-01-18,01:20:00,1,Sunday,January,CUST00067,Uche Ekwueme,5944064090,9138,Verve,First Bank,POS Purchase,DSTV,4968.24,345694.79,340726.55,ATM_IB_002 - Challenge [FOREIGN - Home: Port Harcourt],Port Harcourt,medium,50000,150000,4968.24,Successful,86,YES,Card Cloning,Card from Port Harcourt used in Ibadan
TXN0003160,2026-01-18 01:23:00,2026-01-18,01:23:00,1,Sunday,January,CUST00106,Jide Abubakar,5319520585,3868,Mastercard Debit,GTBank,ATM Withdrawal,,24273.8,230631.61,206357.81,ATM_BC_001 - Oba Market,Benin City,medium,50000,150000,24273.8,Successful,11,NO,,
TXN0002905,2026-01-18 01:27:00,2026-01-18,01:27:00,1,Sunday,January,CUST00097,Adebayo Oluwaseun,7332214188,9626,Mastercard Credit,Zenith Bank,POS Purchase,Shoprite,169445.56,2483393.52,2313947.96,ATM_EN_002 - GRA Enugu,Enugu,high,200000,500000,169445.56,Successful,24,NO,,
TXN0003161,2026-01-18 01:47:00,2026-01-18,01:47:00,1,Sunday,January,CUST00106,Jide Abubakar,5319520585,3868,Mastercard Debit,GTBank,ATM Withdrawal,,43043.51,733757.64,690714.13,ATM_CL_001 - Calabar Centre [FOREIGN - Home: Benin City],Benin City,medium,50000,150000,67317.31,Declined,94,YES,Card Cloning,Card from Benin City used in Calabar
TXN0004433,2026-01-18 02:05:00,2026-01-18,02:05:00,2,Sunday,January,CUST00146,Ifeoma Nwofor,6903311907,1797,Mastercard Debit,Sterling Bank,Online Transfer,,48779.38,724793.06,676013.68,ATM_LG_002 - Victoria Island,Lagos,medium,50000,150000,48779.38,Successful,23,NO,,
TXN0004670,2026-01-18 02:58:00,2026-01-18,02:58:00,2,Sunday,January,CUST00152,Efua Chukwu,3936385467,9743,Visa Credit,Polaris Bank,ATM Mini Statement,,23649.38,220375.33,220375.33,ATM_IB_001 - Ring Road,Ibadan,medium,50000,150000,0,Successful,35,NO,,
TXN0000015,2026-01-18 03:00:00,2026-01-18,03:00:00,3,Sunday,January,CUST00002,Tobi Ibrahim,0838637940,3615,Verve,GTBank,Mobile Transfer,,7928.2,51632.64,43704.44,ATM_IB_002 - Challenge,Ibadan,low,10000,50000,7928.2,Successful,33,NO,,
TXN0004468,2026-01-18 03:30:00,2026-01-18,03:30:00,3,Sunday,January,CUST00147,Ifeoma Chukwu,3028439599,6253,Mastercard Credit,First Bank,Online Transfer,,681247.48,8942115.23,8260867.75,ATM_KN_002 - Sabon Gari,Kano,premium,1000000,2000000,681247.48,Successful,27,NO,,
TXN0003162,2026-01-18 03:48:00,2026-01-18,03:48:00,3,Sunday,January,CUST00106,Jide Abubakar,5319520585,3868,Mastercard Debit,GTBank,ATM Withdrawal,,41075.44,394825.8,353750.36,ATM_BC_001 - Oba Market,Benin City,medium,50000,150000,108392.75,Successful,7,NO,,
TXN0000449,2026-01-18 03:54:00,2026-01-18,03:54:00,3,Sunday,January,CUST00019,Kemi Musa,4624751079,2638,Mastercard Debit,Fidelity Bank,Online Purchase,Netflix,27916.77,105070.38,77153.61,ATM_PH_002 - Trans-Amadi,Port Harcourt,medium,50000,150000,27916.77,Successful,33,NO,,
TXN0002178,2026-01-18 04:12:00,2026-01-18,04:12:00,4,Sunday,January,CUST00073,Ngozi Oluwaseun,7964053773,6942,Verve,Access Bank,ATM Withdrawal,,15189.96,532738.77,517548.81,ATM_EN_002 - GRA Enugu,Enugu,medium,50000,150000,15189.96,Successful,11,NO,,
TXN0002101,2026-01-18 04:17:00,2026-01-18,04:17:00,4,Sunday,January,CUST00070,Gbenga Adeola,6851604817,7038,Verve,GTBank,Online Transfer,,105017.68,184758.1,79740.42,ATM_KD_001 - Kaduna Centre,Kaduna,high,200000,500000,105017.68,Successful,6,NO,,
TXN0002551,2026-01-18 04:23:00,2026-01-18,04:23:00,4,Sunday,January,CUST00087,Chisom Okonkwo,2683885160,8147,Mastercard Credit,Stanbic IBTC,POS Purchase,Chicken Republic,164405.68,2484657.06,2320251.38,ATM_AB_003 - Maitama,Abuja,high,200000,500000,164405.68,Successful,16,NO,,
TXN0004102,2026-01-18 04:37:00,2026-01-18,04:37:00,4,Sunday,January,CUST00135,Rotimi Salami,4019380262,1595,Verve,Access Bank,POS Purchase,Total Petrol,854874.01,12274174.52,11419300.51,ATM_KN_001 - Kano City Centre,Kano,premium,1000000,2000000,854874.01,Successful,31,NO,,
TXN0005560,2026-01-18 04:48:00,2026-01-18,04:48:00,4,Sunday,January,CUST00178,Seun Afolabi,9249912513,6003,Mastercard Credit,Stanbic IBTC,ATM Mini Statement,,49189.91,295981.97,295981.97,ATM_EN_001 - Independence Layout,Enugu,medium,50000,150000,0,Successful,13,NO,,
TXN0002478,2026-01-18 05:01:00,2026-01-18,05:01:00,5,Sunday,January,CUST00084,Sunday Adeleke,5254599102,3579,Visa Credit,Stanbic IBTC,ATM Withdrawal,,5683.2,19931.81,14248.61,ATM_JS_001 - Jos Terminus,Jos,low,10000,50000,5683.2,Successful,20,NO,,
TXN0002102,2026-01-18 05:18:00,2026-01-18,05:18:00,5,Sunday,January,CUST00070,Gbenga Adeola,6851604817,7038,Verve,GTBank,ATM Withdrawal,,163216.58,894222.08,731005.5,ATM_KN_001 - Kano City Centre [FOREIGN - Home: Kaduna],Kaduna,high,200000,500000,268234.26,Successful,83,YES,Card Cloning,Card from Kaduna used in Kano
TXN0000846,2026-01-18 05:33:00,2026-01-18,05:33:00,5,Sunday,January,CUST00031,Ahmed Usman,0037917693,7291,Visa Debit,GTBank,POS Purchase,KFC,3644.83,97269.81,93624.98,ATM_PH_002 - Trans-Amadi,Port Harcourt,low,10000,50000,3644.83,Successful,23,NO,,
TXN0006304,2026-01-18 05:57:00,2026-01-18,05:57:00,5,Sunday,January,CUST00200,Adebayo Salami,2419138000,5006,Mastercard Debit,Zenith Bank,Online Purchase,KFC,33657.35,283246.53,249589.18,ATM_EN_001 - Independence Layout,Enugu,medium,50000,150000,33657.35,Successful,15,NO,,
TXN0000574,2026-01-18 06:31:00,2026-01-18,06:31:00,6,Sunday,January,CUST00024,Chibundo Oluwaseun,8692322602,6442,Verve,Zenith Bank,Online Transfer,,61955.98,1535574.02,1473618.04,ATM_MD_001 - Maiduguri Centre,Maiduguri,high,200000,500000,125800.62,Successful,14,NO,,
TXN0006264,2026-01-18 06:31:00,2026-01-18,06:31:00,6,Sunday,January,CUST00199,Musa Adeleke,5648149177,9368,Mastercard Debit,Fidelity Bank,Mobile Transfer,,69429.74,1516685.5,1447255.76,ATM_OW_001 - Owerri Centre [FOREIGN - Home: Benin City],Benin City,high,200000,500000,69429.74,Successful,83,YES,Card Cloning,Card from Benin City used in Owerri
TXN0005748,2026-01-18 07:11:00,2026-01-18,07:11:00,7,Sunday,January,CUST00184,Uche Adeola,3095849825,5794,Mastercard Credit,GTBank,POS Purchase,Shoprite,229639.54,14511258.05,14281618.51,ATM_IB_001 - Ring Road,Ibadan,premium,1000000,2000000,229639.54,Successful,23,NO,,
TXN0005542,2026-01-18 07:22:00,2026-01-18,07:22:00,7,Sunday,January,CUST00177,Sunday Usman,5537147859,7367,Verve,Polaris Bank,ATM Balance Enquiry,,43147.08,21184.83,21184.83,ATM_CL_001 - Calabar Centre,Calabar,low,10000,50000,0,Successful,93,YES,Account Takeover,"Amount ₦43,147 is 4.3x above customer max of ₦10,000"
TXN0001253,2026-01-18 07:26:00,2026-01-18,07:26:00,7,Sunday,January,CUST00044,Samuel Ekwueme,4948083136,9004,Visa Credit,Polaris Bank,ATM Withdrawal,,45255.51,411446.5,366190.99,ATM_PH_001 - GRA Phase 2,Port Harcourt,medium,50000,150000,45255.51,Successful,3,NO,,
TXN0002414,2026-01-18 07:32:00,2026-01-18,07:32:00,7,Sunday,January,CUST00080,Musa Eze,5452711116,2582,Mastercard Credit,Sterling Bank,POS Purchase,Bolt,8904.85,74889.19,65984.34,ATM_OW_001 - Owerri Centre,Owerri,low,10000,50000,8904.85,Successful,18,NO,,
TXN0001254,2026-01-18 07:47:00,2026-01-18,07:47:00,7,Sunday,January,CUST00044,Samuel Ekwueme,4948083136,9004,Visa Credit,Polaris Bank,Online Transfer,,44859.22,325913.31,281054.09,ATM_PH_001 - GRA Phase 2,Port Harcourt,medium,50000,150000,90114.73,Successful,10,NO,,
TXN0000404,2026-01-18 08:11:00,2026-01-18,08:11:00,8,Sunday,January,CUST00017,Grace Nwosu,8050097882,1931,Visa Debit,First Bank,Online Transfer,,2310.17,60400.66,58090.49,ATM_KN_002 - Sabon Gari,Kano,low,10000,50000,2310.17,Successful,32,NO,,
TXN0000550,2026-01-18 08:20:00,2026-01-18,08:20:00,8,Sunday,January,CUST00023,Efua Obi,0598262045,1653,Visa Debit,Fidelity Bank,POS Purchase,Chicken Republic,6538.24,62745.45,56207.21,ATM_JS_001 - Jos Terminus,Jos,low,10000,50000,6538.24,Successful,24,NO,,
TXN0004469,2026-01-18 08:54:00,2026-01-18,08:54:00,8,Sunday,January,CUST00147,Ifeoma Chukwu,3028439599,6253,Mastercard Credit,First Bank,ATM Withdrawal,,158751.41,2206707.77,2047956.36,ATM_KN_002 - Sabon Gari,Kano,premium,1000000,2000000,839998.89,Successful,8,NO,,
TXN0005492,2026-01-18 09:39:00,2026-01-18,09:39:00,9,Sunday,January,CUST00176,Kemi Adeola,0937966033,5560,Mastercard Credit,Zenith Bank,Online Transfer,,70717.22,1254184.83,1183467.61,ATM_AB_001 - Wuse Zone 5,Abuja,high,200000,500000,70717.22,Successful,1,NO,,
TXN0004671,2026-01-18 09:41:00,2026-01-18,09:41:00,9,Sunday,January,CUST00152,Efua Chukwu,3936385467,9743,Visa Credit,Polaris Bank,Online Purchase,Shoprite,26140.16,151176.25,125036.09,ATM_IB_001 - Ring Road,Ibadan,medium,50000,150000,26140.16,Successful,7,NO,,
TXN0002036,2026-01-18 10:33:00,2026-01-18,10:33:00,10,Sunday,January,CUST00069,Taiwo Suleiman,3285884247,5835,Mastercard Debit,First Bank,POS Purchase,Bolt,111561.87,7893952.58,7782390.71,ATM_BC_001 - Oba Market,Benin City,premium,1000000,2000000,111561.87,Successful,24,NO,,
TXN0005543,2026-01-18 10:36:00,2026-01-18,10:36:00,10,Sunday,January,CUST00177,Sunday Usman,5537147859,7367,Verve,Polaris Bank,POS Purchase,DSTV,1858.46,102589.41,100730.95,ATM_CL_001 - Calabar Centre,Calabar,low,10000,50000,1858.46,Successful,16,NO,,
TXN0000538,2026-01-18 10:42:00,2026-01-18,10:42:00,10,Sunday,January,CUST00022,Samuel Okafor,6400524278,8007,Mastercard Debit,Sterling Bank,ATM Withdrawal,,9608.08,11381.81,1773.73,ATM_AB_003 - Maitama,Abuja,low,10000,50000,9608.08,Successful,11,NO,,
TXN0001145,2026-01-18 10:58:00,2026-01-18,10:58:00,10,Sunday,January,CUST00041,Taiwo Okafor,4919058651,9289,Visa Debit,Stanbic IBTC,POS Purchase,Total Petrol,1300944.01,2436559.89,1135615.88,ATM_KD_001 - Kaduna Centre,Kaduna,high,200000,500000,1300944.01,Successful,87,YES,Card Cloning,"Amount ₦1,300,944 is 6.5x above customer max of ₦200,000"
TXN0003759,2026-01-18 11:00:00,2026-01-18,11:00:00,11,Sunday,January,CUST00125,Bola Obi,4991216558,6990,Mastercard Credit,Access Bank,ATM Withdrawal,,37005.67,594380.3,557374.63,ATM_CL_001 - Calabar Centre,Calabar,medium,50000,150000,37005.67,Successful,31,NO,,
TXN0001747,2026-01-18 11:16:00,2026-01-18,11:16:00,11,Sunday,January,CUST00060,Aisha Okonkwo,4997278755,9903,Mastercard Debit,Wema Bank,ATM Withdrawal,,168152.53,412858.66,244706.13,ATM_EN_001 - Independence Layout,Enugu,high,200000,500000,168152.53,Successful,7,NO,,
TXN0000625,2026-01-18 11:47:00,2026-01-18,11:47:00,11,Sunday,January,CUST00025,Chisom Oluwaseun,1607337543,4652,Verve,GTBank,ATM Withdrawal,,28235.79,411829.23,383593.44,ATM_PH_002 - Trans-Amadi,Port Harcourt,medium,50000,150000,28235.79,Successful,13,NO,,
TXN0003463,2026-01-18 12:12:00,2026-01-18,12:12:00,12,Sunday,January,CUST00115,Nkechi Usman,0589578291,2077,Mastercard Credit,Stanbic IBTC,POS Purchase,Netflix,15464.85,571409.19,555944.34,ATM_MD_001 - Maiduguri Centre,Maiduguri,medium,50000,150000,15464.85,Successful,33,NO,,
